idx,y
2282,0.2638313
2293,0.26547053
2301,0.20166934
2313,0.091274075
2334,0.106787406
2341,0.061931245
2345,0.11505938
2349,0.15730229
2352,0.22659385
2360,0.24970536
2368,0.29820323
2381,0.2290802
2386,0.19757111
2393,0.24334645
2398,0.23491703
2410,0.15037994
2411,0.16320772
2416,0.08874845
2418,0.20279059
2427,0.13727345
2428,0.23425354
2445,0.08676568
2456,0.24363434
2473,0.17778897
2485,0.25310054
2488,0.32289955
2492,0.1519418
2494,0.10618146
2499,0.16436398
2504,0.15148161
2506,0.17928548
2509,0.23223704
2516,0.22037838
2523,0.095515676
2527,0.114959456
2538,0.19600745
2551,0.20592096
2564,0.19451626
2567,0.30160156
2589,0.17285128
2609,0.17588231
2614,0.2438709
2623,0.19117595
2625,0.081693746
2635,0.16595653
2640,0.35389745
2641,0.31593412
2648,0.24852425
2652,0.24188894
2658,0.2869658
2664,0.16117539
2670,0.031335376
2676,0.24291782
2678,0.14164835
2689,0.1920907
2699,0.18777585
2702,0.03337606
2713,0.21916384
2715,0.08468747
2722,0.47051537
2724,0.061300684
2728,0.20924565
2729,0.31428388
2735,0.06538519
2744,0.23363738
2762,0.34186116
2765,0.10192982
2770,0.4560918
2772,0.074964605
2775,0.15358952
2787,0.20920116
2804,0.29466853
2807,0.2077903
2819,0.12221661
2857,0.16931607
2876,0.1908752
2882,0.26661792
2885,0.18809673
2888,0.1096
2890,0.13332953
2891,0.09683575
2897,0.1968827
2900,0.2220917
2910,0.18986927
2914,0.16317587
2941,0.1347785
2965,0.11622398
2966,0.2466138
2970,0.25229692
2978,0.2962426
2982,0.41533643
2990,0.27225584
2994,0.15230776
2999,0.15461469
3002,0.24916044
3008,0.18818246
3012,0.13206004
3015,0.2101137
3018,0.19434316
3036,0.1341306
3042,0.09848151
3043,0.18138753
3056,0.0633646
3059,0.27798033
3065,0.10206755
3069,0.30245984
3075,0.17369086
3076,0.17909552
3083,0.11202651
3086,0.35088202
3088,0.22623464
3098,0.13971202
3099,0.11528126
3107,0.19935718
3114,0.18526898
3118,0.26293257
3120,0.17333387
3121,0.13515896
3128,0.11692509
3147,0.26389527
3151,0.2214669
3154,0.069479056
3157,0.027662804
3159,0.42035788
3163,0.1489283
3168,0.21376158
3171,0.11561673
3179,0.23406127
3195,0.08461535
3199,0.15172787
3203,0.03982827
3204,0.2632955
3206,0.20174366
3208,0.04221034
3210,0.19728851
3211,0.0740761
3221,0.28241354
3229,0.14362927
3235,0.13226418
3237,0.15382232
3240,0.21290082
3250,0.22758326
3258,0.24640518
3261,0.16006339
3263,0.04668572
3272,0.28984606
3273,0.20486392
3275,0.15183836
3279,0.20269231
3282,0.1472782
3283,0.14141077
3298,0.2075102
3300,0.2746479
3306,0.2584659
3308,0.33113995
3315,0.21070732
3320,0.30431038
3341,0.47762087
3343,0.13761179
3346,0.03088536
3349,0.0989084
3362,0.17406768
3364,0.14718223
3382,0.25449768
3384,0.22602718
3391,0.052916482
3396,0.34785858
3407,0.2168718
3424,0.19139205
3431,0.28903565
3432,0.2141283
3433,0.09129827
3445,0.14476629
3454,0.081591636
3460,0.041106176
3468,0.04585512
3473,0.23047298
3476,0.15114832
3479,0.13810605
3494,0.35559192
3498,0.18226033
3507,0.25560185
3512,0.15298939
3519,0.11647173
3531,0.10010635
3532,0.12313004
3535,0.13566789
3547,0.11490646
3548,0.3618306
3554,0.2860356
3555,0.2171991
3562,0.11902323
3564,0.04106961
3565,0.19392915
3576,0.07678493
3584,0.29817098
3590,0.09148106
3592,0.044744458
3593,0.3418374
3597,0.2686959
3601,0.13540255
3603,0.045088183
3605,0.05909029
3613,0.2581854
3615,0.08799565
3627,0.24980882
3635,0.10854416
3639,0.26499632
3643,0.21491718
3653,0.17142276
3657,0.23204781
3661,0.29136848
3662,0.12583005
3666,0.06142382
3668,0.2644003
3691,0.30964345
3692,0.07298315
3697,0.26026565
3700,0.2932754
3706,0.19056094
3713,0.12432047
3714,0.2252101
3717,0.090951145
3718,0.15893358
3731,0.20344836
3736,0.16460288
3750,0.1303705
3765,0.1108227
3776,0.21562296
3777,0.2251736
3778,0.055039875
3782,0.21417168
3784,0.20054393
3785,0.17831668
3786,0.16716297
3791,0.19308418
3796,0.5191433
3797,0.0538513
3798,0.3244534
3799,0.1331688
3800,0.18535082
3808,0.11281526
3818,0.0989988
3823,0.08418748
3829,0.20028327
3833,0.2769276
3834,0.15465443
3835,0.15417135
3841,0.13195638
3843,0.11904776
3854,0.33021608
3856,0.18321523
3859,0.28642815
3864,0.16226327
3876,0.104976505
3885,0.1552118
3892,0.16662395
3901,0.11263896
3908,0.091761276
3911,0.24585035
3914,0.19385754
3937,0.098162055
3940,0.17131568
3955,0.16119254
3962,0.03017793
3968,0.21794842
3973,0.17055437
3974,0.066957794
3981,0.043498468
3982,0.2524315
3988,0.16727515
3989,0.045845836
3992,0.26910925
3998,0.13050911
4003,0.111431666
4006,0.35400555
4010,0.13422891
4011,0.19174926
4013,0.37976974
4026,0.2402525
4031,0.33603594
4035,0.24341673
4038,0.09967981
4040,0.22521067
4046,0.22713602
4048,0.1133162
4052,0.099739954
4053,0.2009928
4056,0.046894833
4058,0.16800407
4067,0.16921909
4069,0.21659593
4084,0.0906193
4097,0.19743408
4098,0.100915045
4099,0.39305967
4100,0.19920973
4105,0.34715602
4112,0.14278165
4116,0.08150828
4131,0.10798662
4132,0.108624995
4136,0.1692684
4138,0.1667864
4139,0.20381626
4148,0.26112658
4149,0.11883781
4155,0.22618759
4159,0.038889956
4160,0.16132733
4161,0.1750682
4164,0.29063395
4184,0.02085956
4188,0.08601505
4191,0.25603437
4194,0.20778805
4200,0.13925399
4203,0.1784258
4210,0.21770203
4212,0.23672234
4223,0.25613
4240,0.10438323
4251,0.15994336
4256,0.12719738
4257,0.24792963
4259,0.14862025
4260,0.23073314
4261,0.2490645
4263,0.043128643
4265,0.17409748
4273,0.14468269
4274,0.12604843
4280,0.12219052
4281,0.22061126
4282,0.26490644
4284,0.18115744
4296,0.20259288
4305,0.15685035
4313,0.025636422
4344,0.22670355
4350,0.27508366
4360,0.14652431
4366,0.15077758
4372,0.14036942
4377,0.18217416
4379,0.12913395
4380,0.34868997
4383,0.1329246
4386,0.10825737
4390,0.2630371
4391,0.29311797
4393,0.3322141
4406,0.18756649
4407,0.1886198
4422,0.20229545
4433,0.27351648
4435,0.24310659
4461,0.1175687
4462,0.16215
4476,0.09218597
4478,0.2728329
4480,0.036769688
4486,0.22036606
4490,0.18709134
4507,0.11524558
4511,0.19373809
4515,0.21870252
4520,0.07834528
4527,0.24945109
4528,0.13579905
4539,0.080461286
4541,0.06421937
4550,0.04023538
4552,0.1281857
4556,0.4170984
4564,0.36878297
4582,0.07961966
4589,0.059279107
4590,0.29055578
4604,0.20390703
4615,0.14453772
4619,0.15211533
4623,0.31371796
4624,0.25007668
4631,0.17838219
4640,0.16609383
4641,0.13617587
4646,0.166556
4649,0.14111769
4654,0.07205564
4664,0.12671714
4676,0.1393954
4694,0.14410275
4697,0.110634394
4698,0.1336554
4730,0.15291344
4734,0.18617466
4737,0.044518396
4743,0.058351144
4748,0.22257595
4752,0.22335885
4758,0.25628698
4779,0.03467674
4788,0.19060731
4798,0.13288747
4807,0.13509843
4816,0.23644796
4819,0.21658705
4822,0.21311161
4823,0.15217736
4825,0.16528326
4851,0.22381155
4852,0.17200089
4856,0.09455928
4873,0.2117627
4894,0.15667999
4901,0.055383652
4903,0.21206956
4905,0.15599161
4909,0.08263694
4910,0.14896479
4913,0.076506525
4914,0.31105906
4916,0.118409686
4917,0.13718958
4918,0.04509382
4928,0.2876116
4935,0.1881576
4937,0.1948131
4939,0.017239489
4942,0.07876099
4949,0.23319088
4954,0.13807026
4958,0.07830777
4969,0.23240767
4986,0.15116055
4990,0.037036788
5000,0.28357604
5009,0.27089554
5011,0.13813788
5017,0.029535366
5019,0.100472845
5027,0.18947668
5035,0.030470133
5038,0.28767017
5040,0.13043335
5043,0.23053181
5044,0.28222775
5045,0.025229147
5054,0.16813277
5056,0.09506848
5072,0.15488985
5074,0.36112827
5082,0.15381767
5100,0.25394964
5104,0.015214256
5112,0.21970244
5114,0.2693994
5115,0.050519764
5119,0.19645467
5120,0.20074004
5122,0.023472881
5131,0.044608977
5132,0.21665703
5136,0.18098395
5137,0.26492435
5150,0.103778005
5151,0.28707597
5154,0.2474873
5161,0.118682176
5165,0.2322856
5176,0.17839065
5181,0.2497616
5184,0.07241079
5206,0.04460436
5207,0.1761768
5210,0.20003629
5212,0.22561598
5219,0.20430742
5223,0.3291177
5230,0.13345687
5244,0.23926806
5246,0.10665152
5252,0.17625768
5256,0.087246835
5269,0.111261904
5275,0.29221538
5284,0.04823618
5292,0.27370614
5293,0.25950637
5306,0.23977213
5307,0.14321388
5327,0.16256861
5330,0.28287187
5337,0.13688922
5339,0.20274778
5346,0.39684576
5348,0.22334506
5356,0.15013662
5367,0.20275427
5380,0.06511027
5407,0.2598929
5409,0.22655359
5410,0.24906054
5417,0.2940978
5419,0.11548474
5420,0.3342215
5421,0.13929126
5423,0.16087002
5433,0.18492876
5434,0.28887737
5438,0.2737444
5440,0.36118904
5443,0.06508202
5447,0.25715256
5452,0.054988563
5460,0.24146967
5467,0.12707768
5468,0.14985222
5480,0.16654962
5485,0.118081234
5488,0.15782784
5494,0.17754658
5508,0.18868095
5520,0.26199073
5522,0.17048617
5535,0.16594063
5538,0.065562494
5542,0.25095868
5553,0.33694047
5567,0.1813977
5569,0.2551231
5574,0.073572785
5585,0.07032702
5589,0.15555294
5608,0.13724385
5612,0.06885962
5632,0.2309245
5634,0.16688682
5642,0.21979967
5669,0.12659231
5674,0.2559941
5684,0.40792495
5693,0.19824778
5714,0.28310022
5716,0.3513718
5725,0.14879607
5732,0.20728798
5734,0.2463595
5741,0.14092682
5760,0.18258879
5777,0.14438702
5782,0.102280736
5789,0.4349854
5798,0.24036382
5820,0.31544447
5821,0.40424743
5825,0.13917333
5862,0.22120675
5864,0.19627568
5869,0.13551086
5873,0.091919646
5882,0.08469862
5894,0.39789185
5895,0.14331347
5897,0.21369493
5905,0.113571316
5906,0.1291253
5910,0.1285603
5916,0.2988192
5928,0.2959096
5931,0.11234913
5941,0.22791508
5952,0.28461346
5956,0.11556222
5969,0.14467432
5972,0.20533322
5981,0.16444403
5984,0.25787097
5987,0.37672704
5990,0.14697896
5994,0.13683732
5997,0.35605028
6001,0.18631732
6007,0.22434624
6010,0.06469664
6013,0.20520973
6017,0.14587727
6031,0.23003563
6035,0.21326391
6036,0.17000194
6038,0.058935657
6039,0.09156052
6040,0.17516159
6044,0.21718466
6050,0.062157094
6052,0.21999002
6056,0.3178294
6058,0.06919186
6059,0.078295946
6062,0.24725477
6066,0.26445812
6074,0.15125033
6095,0.19800708
6112,0.40037778
6114,0.18339339
6123,0.31138062
6127,0.23119807
6137,0.33465356
6138,0.15278357
6146,0.18990111
6154,0.17449832
6157,0.40570396
6158,0.19765346
6160,0.07094293
6161,0.07395828
6165,0.24355666
6171,0.17964074
6173,0.113013394
6181,0.20320421
6188,0.24643613
6203,0.20226927
6208,0.31820047
6209,0.2654808
6213,0.19316122
6220,0.16988334
6226,0.20382509
6233,0.11507623
6236,0.45443597
6241,0.15189305
6250,0.18672061
6253,0.17302923
6254,0.14928292
6266,0.30522296
6272,0.28455356
6274,0.18899518
6277,0.089406446
6279,0.1864864
6290,0.25520307
6291,0.35927942
6292,0.3084774
6307,0.15273304
6318,0.11076337
6320,0.13073424
6327,0.06463023
6328,0.17153716
6329,0.29607245
6344,0.090759404
6353,0.2903743
6354,0.2655155
6357,0.13014159
6358,0.15706493
6360,0.22265913
6374,0.119001105
6383,0.20340201
6384,0.31321195
6388,0.30056536
6396,0.21201
6404,0.17148425
6414,0.08286555
6419,0.2088643
6424,0.047185723
6425,0.21615733
6431,0.18203612
6439,0.22824833
6440,0.25358346
6449,0.2401199
6452,0.21803647
6455,0.14671133
6465,0.27363455
6466,0.27830487
6485,0.27324954
6489,0.20474833
6490,0.16185232
6501,0.20332225
6530,0.05543624
6546,0.12530273
6552,0.07274015
6555,0.11474916
6563,0.24176249
6567,0.29789796
6575,0.39799026
6584,0.13369282
6610,0.18934739
6611,0.2945214
6615,0.1942235
6618,0.054013114
6620,0.16852462
6639,0.3719051
6641,0.06402339
6652,0.18861404
6657,0.4166975
6667,0.1714296
6678,0.09899085
6683,0.34142208
6693,0.057669725
6697,0.32796866
6716,0.21894431
6717,0.19940375
6718,0.06536487
6730,0.15376529
6739,0.05528213
6765,0.16542675
6773,0.056626614
6795,0.26425537
6796,0.12602416
6812,0.09585304
6815,0.42393753
6822,0.14830816
6831,0.100594334
6835,0.15012643
6836,0.18046916
6841,0.102789685
6844,0.21566848
6845,0.22177717
6856,0.18574268
6858,0.17144357
6868,0.10093274
6876,0.102035664
6886,0.14585078
6891,0.27472103
6892,0.22439407
6895,0.22924154
6898,0.18750267
6909,0.34161723
6911,0.047492135
6912,0.2115509
6915,0.36856484
6932,0.08635127
6938,0.057195332
6939,0.21835089
6948,0.11831238
6952,0.114458345
6955,0.09935191
6971,0.16259429
6986,0.111581825
6988,0.27871555
7007,0.16909495
7024,0.115844704
7028,0.12795432
7034,0.29607812
7036,0.10087697
7038,0.42803785
7058,0.19148935
7062,0.103862986
7063,0.22543623
7073,0.15507267
7082,0.2425918
7092,0.20574795
7097,0.25274903
7099,0.1680225
7113,0.3988473
7117,0.11823827
7118,0.30230933
7119,0.1649949
7124,0.056329966
7136,0.09944444
7138,0.18335293
7164,0.059178386
7165,0.13513304
7174,0.07572511
7177,0.25450736
7180,0.17348348
7184,0.11092595
7197,0.11763231
7209,0.15728855
7212,0.10650584
7222,0.14586031
7239,0.1821294
7241,0.1262239
7243,0.21530433
7268,0.1386003
7274,0.14200205
7281,0.29326192
7298,0.2681517
7314,0.09868826
7329,0.37167525
7335,0.26253194
7342,0.26450193
7345,0.32866922
7346,0.23038517
7348,0.26791474
7353,0.13151816
7354,0.31733945
7361,0.15579014
7366,0.1230058
7392,0.33974582
7409,0.29218823
7434,0.21908897
7435,0.21012335
7437,0.08136246
7443,0.43193176
7462,0.07711889
7477,0.16395114
7478,0.1491323
7483,0.29410625
7486,0.2025923
7488,0.061861746
7496,0.06863681
7499,0.19201367
7505,0.048618853
7506,0.21307458
7508,0.11187187
7514,0.2781151
7517,0.3160065
7519,0.17341425
7527,0.23068923
7531,0.19216132
7536,0.1715925
7539,0.09722679
7549,0.22458738
7550,0.14950326
7552,0.24982084
7566,0.15782985
7574,0.13283753
7577,0.26164985
7585,0.047191296
7594,0.27536148
7607,0.1560465
7612,0.1815389
7630,0.26242137
7641,0.062630825
7654,0.06274531
7655,0.16709937
7666,0.06960086
7681,0.09107397
7684,0.23175393
7685,0.17361853
7697,0.0761805
7699,0.27950191
7708,0.15103792
7722,0.17608252
7729,0.26684
7730,0.14789964
7751,0.14936386
7757,0.2364847
7761,0.07981382
7768,0.18147814
7770,0.15624955
7774,0.22451453
7776,0.2059469
7790,0.16550675
7795,0.11862985
7798,0.15712039
7806,0.27473575
7807,0.12003387
7816,0.18243362
7817,0.27658933
7837,0.3670277
7871,0.24112268
7874,0.17664053
7883,0.15409933
7892,0.23011082
7895,0.17704661
7901,0.15168461
7907,0.14285378
7921,0.105153315
7923,0.24137104
7925,0.0918733
7933,0.15466885
7951,0.21317187
7960,0.088052735
7972,0.16653326
7974,0.22035289
7979,0.17122833
7983,0.078760765
7987,0.38172603
7989,0.038792655
7993,0.12800726
7997,0.15114865
8020,0.19001648
8024,0.20118399
8032,0.074223705
8049,0.1518127
8057,0.22733735
8064,0.31239408
8068,0.26425904
8072,0.14964369
8075,0.083915345
8079,0.06370983
8082,0.1907029
8084,0.14644045
8085,0.17116857
8088,0.19309737
8091,0.11917367
8108,0.29025373
8112,0.14009447
8116,0.27406403
8118,0.22523424
8122,0.19750579
8130,0.11559603
8133,0.16310596
8142,0.19919814
8145,0.11764851
8149,0.15783887
8150,0.07816893
8153,0.095826834
8154,0.049609486
8158,0.14670986
8177,0.19509117
8181,0.060175106
8189,0.26980436
8192,0.12657605
8198,0.11246662
8199,0.23150092
8207,0.32181415
8208,0.14953169
8214,0.18900187
8224,0.11344367
8230,0.07744289
8234,0.13648924
8236,0.2469968
8246,0.25642464
8269,0.23017938
8289,0.12117114
8304,0.21368852
8313,0.22167182
8315,0.15691368
8318,0.2421465
8319,0.15998796
8340,0.032859635
8347,0.102274545
8354,0.24483548
8361,0.16452381
8368,0.3331055
8382,0.16673654
8385,0.049129218
8390,0.11745808
8391,0.10634674
8393,0.2348421
8394,0.08372098
8403,0.2238346
8410,0.04920405
8417,0.034561656
8421,0.11437357
8423,0.23692976
8424,0.05476619
8433,0.16508178
8444,0.16620122
8455,0.28456712
8464,0.14831091
8465,0.1305731
8472,0.083564684
8486,0.11895606
8494,0.20025301
8501,0.123072214
8504,0.269908
8510,0.29229823
8513,0.088784486
8520,0.03732934
8522,0.1622421
8536,0.07939612
8552,0.39770165
8558,0.1474501
8562,0.19627713
8565,0.38639808
8566,0.16821337
8567,0.052964993
8600,0.36646968
8605,0.04073796
8608,0.2242761
8610,0.2768669
8612,0.20521596
8616,0.27277803
8617,0.16427805
8620,0.18522358
8642,0.12754342
8651,0.06718182
8662,0.3154223
8674,0.2588781
8684,0.24637842
8686,0.10039994
8702,0.24270649
8722,0.19668439
8730,0.20460016
8740,0.14631172
8750,0.118372805
8758,0.11812561
8762,0.11848347
8768,0.16236557
8770,0.21389095
8798,0.24253897
8800,0.26669905
8808,0.35679045
8811,0.11579223
8822,0.18461104
8836,0.2197304
8839,0.17078197
8842,0.23711462
8861,0.13642642
8862,0.3036132
8884,0.09738417
8906,0.20272523
8915,0.110911496
8916,0.080293395
8938,0.07903648
8942,0.29421625
8943,0.24157526
8944,0.09598567
8949,0.21772073
8951,0.17868695
8965,0.3862781
8975,0.18593529
8982,0.24493521
8983,0.064098105
8986,0.10470932
9004,0.20188032
9010,0.097107664
9039,0.3805589
9041,0.20396289
9042,0.18053424
9045,0.2389715
9054,0.1179096
9057,0.16360141
9066,0.058620635
9074,0.084744945
9088,0.09475479
9108,0.11723701
9110,0.11769581
9111,0.21692467
9116,0.09725894
9117,0.17794965
9123,0.17670973
9131,0.067805424
9139,0.31223935
9140,0.12629847
9143,0.13277344
9144,0.24660923
9145,0.23394717
9146,0.09752919
9173,0.040607356
9175,0.037463475
9181,0.2881107
9202,0.43116277
9203,0.17374271
9237,0.31901458
9240,0.14938308
9241,0.22933635
9249,0.19541332
9251,0.2043157
9278,0.18051411
9285,0.18159795
9297,0.15744391
9307,0.18199869
9318,0.17180112
9320,0.17080382
9345,0.32040632
9397,0.20415136
9399,0.18554544
9401,0.3161263
9412,0.07353563
9417,0.1369857
9422,0.26961908
9425,0.23582122
9441,0.24535818
9453,0.2766775
9467,0.12692323
9472,0.20477365
9480,0.097099215
9486,0.2591892
9495,0.18845025
9500,0.29128218
9503,0.25587708
9509,0.2880495
9511,0.22114448
9522,0.18961936
9526,0.25484222
9527,0.1987652
9533,0.32152322
9534,0.12536605
9535,0.16680709
9537,0.15912865
9539,0.11933948
9544,0.14612566
9575,0.13620752
9577,0.09822293
9582,0.1463081
9587,0.061678067
9592,0.045153122
9595,0.23076071
9601,0.15554576
9607,0.16030176
9611,0.16573773
9612,0.30223173
9621,0.1089108
9625,0.11373155
9627,0.16316321
9629,0.07119245
9635,0.20118317
9640,0.12920462
9649,0.17910635
9653,0.21028963
9670,0.13177535
9673,0.080208965
9686,0.18305661
9688,0.13993037
9693,0.12996042
9708,0.17132734
9720,0.12625796
9726,0.2541724
9732,0.17755578
9746,0.23193325
9760,0.36642745
9772,0.16696374
9785,0.23742165
9797,0.2456389
9802,0.29480827
9811,0.10474316
9814,0.08252647
9815,0.040428564
9819,0.18057285
9838,0.21785112
9843,0.0798199
9845,0.26409572
9852,0.111010134
9856,0.109042116
9870,0.064213425
9876,0.4625007
9898,0.43310535
9913,0.26348248
9914,0.06412364
9931,0.08221902
9932,0.253138
9939,0.20977703
9948,0.09612382
9950,0.06139815
9952,0.14204226
9960,0.16665469
9968,0.35661745
9969,0.0542026
9985,0.20774597
9994,0.08811764
10006,0.038490318
10012,0.13340425
10015,0.11809935
10024,0.17475817
10026,0.17459233
10039,0.06968154
10041,0.2153328
10045,0.25132152
10048,0.41866484
10072,0.18664257
10085,0.28304595
10100,0.2337018
10101,0.14083005
10104,0.112812944
10109,0.10113315
10113,0.2119407
10115,0.09853389
10142,0.2936202
10149,0.18298131
10153,0.2011577
10170,0.24845058
10173,0.29148537
10174,0.021187847
10175,0.11218964
10178,0.22147176
10182,0.19456853
10184,0.18149556
10188,0.2778717
10193,0.14567314
10202,0.14586642
10204,0.09225788
10215,0.07369152
10218,0.23610552
10224,0.1625013
10240,0.17309192
10241,0.11218404
10253,0.1561458
10269,0.19871674
10273,0.23011851
10274,0.16128261
10284,0.22137474
10295,0.096983895
10301,0.13979223
10308,0.073729984
10333,0.07688552
10335,0.05971976
10338,0.20144618
10339,0.2835882
10354,0.20678991
10359,0.13891737
10360,0.273169
10363,0.17751911
10392,0.15485768
10414,0.10944142
10415,0.044010326
10418,0.076360285
10428,0.16514672
